noisy_input,clean_output,split
feell,feel,train
emporiasiplicity,emporiasimplicity,train
ussoha,uxsiya,train
voknon,vokmon,train
creiage,carriage,train
uogtades,upgrades,train
goweenic,gowenic,train
technogy,technology,train
bagang,bafang,train
coomms,comms,train
kesipian,kesilian,train
worldwiide,worldwide,train
enporiahappy,emporiahappy,train
oigin,origin,train
hornt,hornet,train
durbiality,durability,train
rhinestpne,rhinestone,train
watseland,wasteland,train
erassalbe,erasable,train
connetc,connect,train
finer,finger,train
zkppper,zipper,train
dilwee,dilwe,train
cojpatibility,compatibility,train
estiimk,estink,train
rwcorder,recorder,train
rizmbl,riznbl,train
miinions,minions,train
pedoeter,pedometer,train
mlotvh,mlotech,train
sots,slots,train
jgqtj,jtqtj,train
disvvoery,discovery,train
copmositte,composite,train
coopres,coopers,train
ssntena,sntenna,train
fashinable,fashionable,train
emopria,emporia,train
mechaics,mechanics,train
oraneg,orange,train
cabunets,cabinets,train
transsparente,transparente,train
wprlds,worlds,train
dole,dolce,train
putploe,purple,train
nroote,naroote,train
variatn,variant,train
devner,denver,train
sqare,square,train
jojfouny,jojofuny,train
appied,applied,train
telfone,telefone,train
comition,condition,train
oygen,oxygen,train
tjeft,theft,train
retrro,retro,train
tohysa,tonysa,train
amollde,amoled,train
sybool,symbol,train
wteless,witeless,train
lamguage,language,train
sikplified,simplified,train
ensyre,ensure,train
bogtwl,bigtel,train
scrunchise,scrunchies,train
rgre,rger,train
classoc,classic,train
awesmeo,awesome,train
ulsfone,ulefone,train
fiexd,fixed,train
heemming,hemming,train
sattin,satin,train
replaceablee,replaceable,train
ccyoez,ccylez,train
soarjly,sparkly,train
toudhsmart,touchsmart,train
cplousr,colours,train
labander,lavander,train
uleay,uleway,train
traxk,track,train
stykis,stylus,train
responsuve,responsive,train
swedsih,swedish,train
snske,snake,train
megaixel,megapixel,train
dotdrpo,dotdrop,train
earphoes,earphones,train
ufple,urple,train
muliple,multiple,train
ooctacore,octacore,train
ttelephone,telephone,train
physcal,physical,train
cbboe,cobble,train
xiuagnpo,xiuganpo,train
puch,punch,train
thibnest,thinnest,train
shlp,shop,train
worput,workout,train
grafe,grade,train
meha,mecha,train
trannslucent,translucent,train
nnokia,nokia,train
vesri,versi,train
gtuida,gatuida,train
versqtile,versatile,train
fsntasy,fantasy,train
civiian,civilian,train
battrry,battery,train
sttudy,study,train
ondteech,onetech,train
mirusai,mirusi,train
fiudol,foudol,train
ionoc,ionic,train
osprye,osprey,train
lebs,lens,train
pcitured,pictured,train
badfle,baffle,train
controoler,controller,train
jerus,jerys,train
gtanite,granite,train
follder,folder,train
rugdg,rugged,train
kaiis,kaios,train
coiin,coin,train
srylish,stylish,train
hadn,hand,train
booksyle,bookstyle,train
pjma,pmma,train
gsenic,gowenic,train
teleono,telefono,train
hcmibi,hcmobi,train
consolle,console,train
forgteting,forgetting,train
eupohria,euphoria,train
beat,best,train
dtagonfly,dragonfly,train
iriwh,irish,train
accessorkes,accessories,train
ameridan,american,train
farne,farbe,train
mineeral,mineral,train
piwermax,powermax,train
clsmos,cosmos,train
mirysi,mirusi,train
peotevtive,peotective,train
plyisy,plyisty,train
oudoo,outdoo,train
dltdsiplay,dotdisplay,train
lbdr,lber,train
sitcase,suitcase,train
fknd,find,train
rpjo,rojo,train
duarbilkty,durability,train
neckhabging,neckhanging,train
mountrd,mounted,train
ptox,prox,train
grde,grade,train
gaalzy,galaxy,train
biwon,bison,train
portait,portrait,train
xenn,xenon,train
xcoer,xcover,train
doxomo,docomo,train
tecgo,techno,train
ofxord,oxford,train
tekme,telme,train
crosbody,crossbody,train
colldctors,collectors,train
sltae,slate,train
prodyct,product,train
elecrtoplating,electroplating,train
cimputer,computer,train
hamd,hand,train
crrdit,credit,train
nqranja,naranja,train
audo,audio,train
baded,based,train
hepldesk,helpdesk,train
ppanorama,panorama,train
inductino,induction,train
hkgh,high,train
fmily,family,train
autmoatic,automatic,train
charters,chargers,train
koeea,korea,train
prooging,proofing,train
aroun,around,train
ssuperdart,superdart,train
rhnestonnes,rhinestones,train
electrronics,electronics,train
durabulity,durability,train
ckcgulow,ciciglow,train
gyph,glyph,train
monouclar,monocular,train
hdrogel,hydrogel,train
vollidschirm,vollbildschirm,train
unlokded,unloked,train
lndvo,landvo,train
rrpair,repair,train
inclued,included,train
bakboo,bamboo,train
ecruwhie,ecruwhite,train
abdorids,androids,train
taling,talking,train
burguhdy,burgundy,train
wophky,wooneky,train
ates,ages,train
glogal,global,train
chona,china,train
mangament,management,train
quwd,quad,train
roohs,rohs,train
resr,rear,train
weater,weather,train
excellant,excellent,train
sleeep,sleep,train
miliatry,military,train
snouca,sonica,train
prltable,protable,train
musisay,musisaly,train
swpq,swoq,train
latinn,latin,train
moible,mobile,train
incepl,incell,train
exclusiive,exclusive,train
steell,steel,train
fagric,fabric,train
radition,radiation,train
cilus,culus,train
viewng,viewing,train
snhenna,sntenna,train
vrsion,version,train
miaoogan,miaotian,train
accedsories,accessories,train
cteature,creature,train
btery,batery,train
vollbiildschirm,vollbildschirm,train
elxosion,explosion,train
dropsyipping,dropshipping,train
wacthes,watches,train
cappacity,capacity,train
taihyi,tahiti,train
agbrvk,agbrbk,train
grafient,gradient,train
bacaklit,backlit,train
lpuder,louder,train
lety,leyt,train
vefde,verde,train
panasonkc,panasonic,train
jers,jerys,train
mpida,mlida,train
taarnish,tarnish,train
entatila,entatial,train
mirisi,mirusi,train
hoslter,holster,train
zeor,zero,train
sattsleeve,satsleeve,train
motoon,motion,train
frogetting,forgetting,train
eawt,east,train
supdrzoom,superzoom,train
inatallation,installation,train
micrpsd,microsd,train
midnigyt,midnight,train
loded,loaded,train
touh,tough,train
exteral,external,train
compehensive,comprehensive,train
responiveness,responsiveness,train
ogficee,office,train
lantuaeg,language,train
ldrely,lderly,train
waisbtand,waistband,train
bdzes,bezels,train
aatom,atom,train
rresolution,resolution,train
deess,dress,train
carfs,cards,train
lefps,levels,train
extrnder,extender,train
inchesmartphone,inchessmartphone,train
rosbola,rosvola,train
cral,coral,train
idnigo,indigo,train
jsut,just,train
fikms,films,train
hedphone,headphone,train
spoeg,sponge,train
cifcle,circle,train
ojtdoorrs,outdoors,train
matre,matte,train
intrnql,internal,train
eeryday,everyday,train
gugsiom,gugxiom,train
mssxcom,maxcom,train
toichsmart,touchsmart,train
peffect,perfect,train
oreof,proof,train
madnwla,mandala,train
handrwkting,handwriting,train
andorids,androids,train
diffeent,different,train
wtachband,watchband,train
inlcuding,including,train
cooud,cloud,train
nottifications,notifications,train
masetr,master,train
vibtatn,vibrant,train
kvasrat,kvadrat,train
explrer,explorer,train
civilkan,civilian,train
stwfeo,stereo,train
dolec,dolce,train
srping,spring,train
stwble,stable,train
ticktlck,ticktock,train
mition,motion,train
hleio,helio,train
talkactkve,talkactive,train
imating,imaging,train
ceank,crank,train
fklm,film,train
aarillo,amarillo,train
odfice,office,train
toil,tool,train
daykiite,daylite,train
fitnit,fitbit,train
voud,void,train
cooking,cooling,train
seafowm,seafoam,train
classswss,classes,train
ipact,impact,train
clamshlel,clamshell,train
macraje,macrame,train
messener,messenger,train
replrtong,reporting,train
lensse,lenses,train
coolling,cooling,train
clojd,cloud,train
ccyllez,ccylez,train
asssut,assist,train
bllackiah,blackish,train
skeetchinng,sketching,train
hotav,hotwav,train
contfol,control,train
simpllified,simplified,train
couhtdown,countdown,train
tddler,toddler,train
mukticolor,multicolor,train
icreatoin,icreation,train
dynamci,dynamic,train
sunmer,summer,train
ethernwt,ethernet,train
cqrd,card,train
prloight,prolight,train
gifaset,gigaset,train
transparecy,transparency,train
extensiom,extension,train
cgipest,chipset,train
deskttop,desktop,train
resstarrt,restart,train
panorajic,panoramic,train
wroks,works,train
coantic,cosmetic,train
bisson,bison,train
coppprr,copper,train
cheeap,cheap,train
hygride,hybride,train
dneso,denso,train
itapian,italian,train
hyridh,hyrich,train
rjoo,rojo,train
nnightfall,nightfall,train
phatnmo,phantom,train
alpie,alpine,train
ysooo,yosoo,train
mpyone,myphone,train
otdoors,outdoors,train
mafa,mara,train
dieect,direct,train
ultimare,ultimate,train
lolllipop,lollipop,train
lujia,lumia,train
gaplada,galpada,train
dcaks,decals,train
moviistar,movistar,train
trruely,truely,train
countdpwn,countdown,train
dedrop,dewdrop,train
compasy,compasty,train
cild,child,train
drefiach,dreifach,train
grnite,granite,train
doaling,dialing,train
tiher,tiger,train
prehts,parents,train
sahqx,shaqx,train
inetrstellar,interstellar,train
puctjre,picture,train
jusst,just,train
nvlety,novelty,train
clasic,classic,train
respoond,respond,train
libetto,liberto,train
alawhi,akashi,train
ttruely,truely,train
keyboarrd,keyboard,train
worldwied,worldwide,train
primarry,primary,train
maqueade,masquerade,train
collectipn,collection,train
sins,sims,train
sioca,silica,train
binouclars,binoculars,train
cobtaimer,container,train
smarptjnoe,smarpthone,train
dwca,deca,train
gidrle,girdle,train
roayl,royal,train
backlkght,backlight,train
stok,stock,train
entayiall,entatial,train
rario,ratio,train
collur,colour,train
incuded,included,train
faceaks,facemaks,train
ssmoke,smoke,train
shelels,shells,train
othre,other,train
oorifinal,original,train
sock,shock,train
mimutes,minutes,train
dazzlibg,dazzling,train
hydrogle,hydrogel,train
entatiaal,entatial,train
smatphone,smartphone,train
ostgen,oxygen,train
coee,core,train
massk,mask,train
tips,tops,train
portrati,portrait,train
absorbnt,absorbent,train
earyh,earth,train
coomseitc,cosmetic,train
powerflu,powerful,train
motoropo,motorolo,train
slts,slots,train
flssh,flash,train
gfits,gifts,train
haert,heart,train
rafiator,radiator,train
frot,frost,train
wctmaker,watchmaker,train
maswureade,masquerade,train
fooosafenar,folosafenar,train
rwobbow,rainbow,train
baase,base,train
coresmarpthone,coresmartphone,train
manufacurer,manufacturer,train
aautomatic,automatic,train
enegkzer,energizer,train
deliveering,delivering,train
supporst,supports,train
arora,aurora,train
dira,dura,train
portabel,portable,train
feedr,feeder,train
stailness,stainless,train
dimensipanl,dimensional,train
petrool,petrol,train
chop,chip,train
rigoroulsy,rigorously,train
senae,sense,train
marveel,marvel,train
silocona,silicona,train
fongerprint,fingerprint,train
ssamsng,samsung,train
opticasl,optical,train
comsm,comms,train
masqeurae,masquerade,train
onetexh,onetech,train
mempry,memory,train
charher,charger,train
mussisaly,musisaly,train
felxpai,flexpai,train
kanfedi,kanredi,train
cushin,cushion,train
twking,taking,train
protectin,protection,train
grdene,greene,train
glsngeh,glangeh,train
telfoen,telefone,train
uints,units,train
ratko,ratio,train
adqptter,adapter,train
rign,ring,train
attthao,atyhao,train
cintract,contract,train
ddca,deca,train
vintaage,vintage,train
translucet,translucent,train
dmumy,dummy,train
tuing,tuning,train
vwrsi,versi,train
louwst,loudest,train
smarteatches,smartwatches,train
channnge,change,train
fingdr,finger,train
accssory,accessory,train
avdngers,avengers,train
spacd,spaced,train
dewf,deaf,train
battman,batman,train
madrame,macrame,train
likbox,linkbox,train
hdupa,hsupa,train
paepr,paper,train
cihpset,chipset,train
afchery,archery,train
ppyhsical,physical,train
phottos,photos,train
liwten,listen,train
dropshkpping,dropshipping,train
gloy,glory,train
browsefs,browsers,train
oykitel,oukitel,train
wokeers,workers,train
kanrei,kanredi,train
dwcorative,decorative,train
collaboratio,collaboration,train
naano,nano,train
onetdch,onetech,train
asusro,asudaro,train
extensio,extension,train
surnose,sunrise,train
tmie,time,train
frontcamrea,frontcamera,train
waeranty,warranty,train
dupllx,duplex,train
indutiom,induction,train
bedopm,bedroom,train
ericson,ericsson,train
blnd,blind,train
eightpace,eightspace,train
pugs,plugs,train
avtive,active,train
cbuot,cubot,train
ttotprity,totority,train
smagwatch,smartwatch,train
bufs,buds,train
electroolating,electroplating,train
reliaboe,reliable,train
prei,peri,train
blackllist,blacklist,train
reyjrns,returns,train
lightqeight,lightweight,train
celullar,celular,train
dous,duos,train
torvh,torch,train
rltation,rotation,train
radator,radiator,train
inspier,inspire,train
crafrhrou,crafthrou,train
sllate,slate,train
woofen,wooden,train
inces,inches,train
renno,reno,train
rwturns,returns,train
sseadoam,seafoam,train
simlokc,simlock,train
fitit,fitbit,train
stlre,store,train
tetwhring,tethering,train
ywar,year,train
andrids,androids,train
fixdd,fixed,train
sttyle,style,train
fiah,fish,train
fecwmos,fecamos,train
sliicona,silicona,train
scrrewdrivers,screwdrivers,train
stagionary,stationary,train
shwke,shake,train
asiwt,assist,train
motorcyvle,motorcycle,train
prosesslr,prozessor,train
tbets,tbest,train
ceerajic,ceramic,train
tinig,timing,train
sewet,sweet,train
simano,shimano,train
vwst,vast,train
bugb,buhb,train
extraordiinary,extraordinary,train
volmue,volume,train
talkke,talkie,train
selllers,sellers,train
hoster,holster,train
housse,house,train
sleece,sleeve,train
mysstic,mystic,train
transcekver,transceiver,train
ssmooth,smooth,train
telephoe,telephone,train
fullscrreen,fullscreen,train
jqck,jack,train
coamps,clamps,train
stotage,storage,train
cmpleex,complex,train
gfip,grip,train
bdroom,bedroom,train
glas,glass,train
rrad,read,train
simplextre,simpleextre,train
outdors,outdoors,train
schooll,school,train
brandihg,branding,train
thihg,thing,train
sotre,store,train
aomlrd,amoled,train
phtoogralh,photograph,train
superatt,superdart,train
pwyg,payg,train
heda,head,train
hyperchrage,hypercharge,train
siver,sliver,train
sectionn,section,train
markrt,market,train
punit,punkt,train
hotwot,hotspot,train
orrange,orange,train
chwnge,change,train
hybrride,hybride,train
geolocatkon,geolocation,train
yltrawide,ultrawide,train
fokety,fockety,train
holsrers,holsters,train
coombkned,combined,train
rzinbl,riznbl,train
genunie,genuine,train
contrract,contract,train
coopes,coopers,train
eolliptical,elliptical,train
blacil,blackl,train
sttle,style,train
rewostente,resistente,train
spacgrey,spacegrey,train
edidice,edifice,train
dksipatio,dissipation,train
haromnoys,harmonyos,train
fitbkt,fitbit,train
gamibg,gaming,train
worrldwie,worldwide,train
fortume,fortune,train
cicugopw,ciciglow,train
flashliight,flashlight,train
conmunicator,communicator,train
caols,calls,train
syarlight,starlight,train
nofd,nord,train
tracerr,tracker,train
colpdoil,colodoil,train
fantasttyic,fantastic,train
rogm,rongm,train
villbldschirm,vollbildschirm,train
worldwidee,worldwide,train
otudoors,outdoors,train
llst,lost,train
bels,belts,train
manis,mains,train
mcrosd,microsd,train
topkky,topiky,train
pprt,port,train
pusokie,pusokei,train
tiugphhone,toughphone,train
sockal,social,train
sweidsh,swedish,train
miiaptian,miaotian,train
rebuult,rebuilt,train
mondriwn,mondrian,train
exppand,expand,train
goitter,glitter,train
usng,using,train
pakd,paid,train
dissipatin,dissipation,train
mobieire,mobiwire,train
kaera,kamera,train
sedondary,secondary,train
bkrd,bird,train
netom,netcom,train
ndnzdhc,ndnczdhc,train
rwzr,razr,train
backpaack,backpack,train
unnreakable,unbreakable,train
glwsss,glasses,train
bqtry,batery,train
refillls,refills,train
versatie,versatile,train
dazzlig,dazzling,train
wrrist,wrist,train
viivo,vivo,train
runnihg,running,train
caynger,changer,train
yelolw,yellow,train
slise,slide,train
xllora,xplora,train
bxrug,bexdug,train
contrl,control,train
tgfone,ttfone,train
pefometer,pedometer,train
jupirer,jupiter,train
fingrrpriint,fingerprint,train
muoti,multi,train
quqntum,quantum,train
tevhno,techno,train
oscal,osacl,train
adultt,adult,train
hotn,horn,train
sprig,spring,train
rdsoluci,resoluci,train
bpaze,blaze,train
ilns,ions,train
basieinheit,basiseinheit,train
cohtrpllerr,controller,train
inductio,induction,train
shocing,shocking,train
braevrs,bracers,train
briiaded,braided,train
golhlow,gloglow,train
limuyin,limouyin,train
plco,poco,train
wonan,woman,train
recohniton,recognition,train
